company,job-title,url,programming-languages
GM-Cruise,"Senior Systems Engineer, Software",https://boards.greenhouse.io/cruise/jobs/2277518?gh_jid=2277518,"Python, C++, SQL"
GM-Cruise,"Software Engineering Manager, Vehicle Controls",https://boards.greenhouse.io/cruise/jobs/1881569?gh_jid=1881569,
GM-Cruise,"Software Engineer, Perception Quality",https://boards.greenhouse.io/cruise/jobs/1974090?gh_jid=1974090,"Python, R, SQL"
GM-Cruise,"Staff Applied Research Scientist, Computer Vision",https://boards.greenhouse.io/cruise/jobs/2223891?gh_jid=2223891,"Python, C++"
GM-Cruise,Staff Deep Learning Compiler Engineer,https://boards.greenhouse.io/cruise/jobs/2113099?gh_jid=2113099,C++
GM-Cruise,"Staff Engineer, Software Safety",https://boards.greenhouse.io/cruise/jobs/2296519?gh_jid=2296519,
GM-Cruise,Staff Functional Safety Engineer,https://boards.greenhouse.io/cruise/jobs/2260653?gh_jid=2260653,
GM-Cruise,Staff Machine Learning Engineer,https://boards.greenhouse.io/cruise/jobs/2223881?gh_jid=2223881,"Python, C++"
GM-Cruise,Staff Software Developer Engineer in Test - Embedded Systems,https://boards.greenhouse.io/cruise/jobs/2240426?gh_jid=2240426,"Python, C, C++"
GM-Cruise,Staff Software Engineer - C++ Frameworks,https://boards.greenhouse.io/cruise/jobs/2197139?gh_jid=2197139,"Python, C++"
GM-Cruise,Staff Software Engineer - Embedded Linux,https://boards.greenhouse.io/cruise/jobs/2237883?gh_jid=2237883,
GM-Cruise,Staff Software Engineer - Embedded Systems (Devices),https://boards.greenhouse.io/cruise/jobs/2156017?gh_jid=2156017,"Python, C, C++, Go"
GM-Cruise,Staff Software Engineer - Embedded Systems (Manufacturing Support),https://boards.greenhouse.io/cruise/jobs/2238335?gh_jid=2238335,"Python, C, C++"
GM-Cruise,Staff Software Engineer - Ground Truth,https://boards.greenhouse.io/cruise/jobs/2258193?gh_jid=2258193,"Python, Go"
GM-Cruise,"Staff Software Engineer, Maneuver Planning",https://boards.greenhouse.io/cruise/jobs/1763048?gh_jid=1763048,C++
GM-Cruise,Staff Software Engineer - Non-Player Character AI's,https://boards.greenhouse.io/cruise/jobs/2222351?gh_jid=2222351,"Python, C++"
GM-Cruise,Staff Software Engineer - Remote Assistance (Full Stack),https://boards.greenhouse.io/cruise/jobs/2267237?gh_jid=2267237,"C++, Java, JavaScript, Go"
GM-Cruise,Staff Systems Engineer - Embedded Systems,https://boards.greenhouse.io/cruise/jobs/2240837?gh_jid=2240837,
GM-Cruise,Systems Test Engineer - Planning,https://boards.greenhouse.io/cruise/jobs/2264925?gh_jid=2264925,
Argo-AI,"Data Engineer, Machine Learning Infrastructure & Analytics",https://www.argo.ai/join-us/#j2277378,"Python, C++, SQL"
Argo-AI,"Lead Software Engineer, Big Data, Java/Python, Autonomous Vehicle Data Core",https://www.argo.ai/join-us/#j2150481,"Python, Java"
Argo-AI,"Lead Software Engineer, Manufacturing Systems",https://www.argo.ai/join-us/#j2151948,C++
Argo-AI,"Perception Lead (Tracking, Sensor Fusion)",https://www.argo.ai/join-us/#j2344881,"Python, C++"
Argo-AI,"Principal Manager (Director), Computer Vision",https://www.argo.ai/join-us/#j2344871,"Python, C++"
Argo-AI,"Senior Data Engineer, Machine Learning Infrastructure & Analytics",https://www.argo.ai/join-us/#j2163842,"Python, C++, SQL"
Argo-AI,"Senior Software Engineer, Cloud Platform",https://www.argo.ai/join-us/#j2150483,"Python, Java, Go"
Argo-AI,"Senior Software Engineer, Computer Vision (Stereo)",https://www.argo.ai/join-us/#j2223396,C++
Argo-AI,"Senior Software Engineer C++, Onboard Runtime",https://www.argo.ai/join-us/#j1075810,Python
Argo-AI,"Senior Software Engineer, (C++, Python) Engineering Integration",https://www.argo.ai/join-us/#j2323594,"Python, C++"
Argo-AI,"Senior Software Engineer, Data Core",https://www.argo.ai/join-us/#j2089242,"Python, Java"
Argo-AI,"Senior Software Engineer, Full Stack, Map Engineering, Platform & Services",https://www.argo.ai/join-us/#j2185673,"Java, JavaScript, SQL"
Argo-AI,"Senior Software Engineer, Full-Stack, Map Tools",https://www.argo.ai/join-us/#j2150482,"Python, Java, JavaScript"
Argo-AI,"Senior Software Engineer, Java/Python, Map Engineering",https://www.argo.ai/join-us/#j2338877,"Python, Java"
Argo-AI,"Senior Software Engineer, Lidar Perception",https://www.argo.ai/join-us/#j2344888,C++
Argo-AI,"Senior Software Engineer, Machine Learning Training Platform",https://www.argo.ai/join-us/#j2294073,"Python, C++, Java"
Argo-AI,"Senior Software Engineer, Mapping/Special Projects",https://www.argo.ai/join-us/#j1718000,C++
Argo-AI,"Senior Software Engineer, Motion Planning & Decision Making",https://www.argo.ai/join-us/#j2151830,"Python, C++"
Argo-AI,Senior Software Engineer (Multiple Openings),https://www.argo.ai/join-us/#j2306240,"Python, C++"
Argo-AI,Simulation GUI Developer,https://www.argo.ai/join-us/#j1909508,
Argo-AI,"Site Reliability Engineer, Cloud Platform",https://www.argo.ai/join-us/#j2350778,
Argo-AI,"Software Engineer, C++",https://www.argo.ai/join-us/#j1857622,C++
Argo-AI,"Software Engineer, Detection & Machine Learning",https://www.argo.ai/join-us/#j1504231,"Python, C++"
Argo-AI,"Software Engineer, Embedded Systems",https://www.argo.ai/join-us/#j624809,"C, C++"
Argo-AI,"Software Engineer, Onboard Infrastructure, Deployment",https://www.argo.ai/join-us/#j2169452,"Python, Rust"
Argo-AI,"Software Engineer, Radar Perception",https://www.argo.ai/join-us/#j2307845,C++
Argo-AI,"Technical Lead Manager, Prediction",https://www.argo.ai/join-us/#j1683615,
Argo-AI,"Technical Lead, Object Tracking",https://www.argo.ai/join-us/#j2052077,C++
