job-title,job-description
"Software Engineer, Onboard Infrastructure - HIL Real-time Simulation","
The Waymo Onboard Infrastructure team is responsible for low-level software and infrastructure on various components of the Waymo self-driving system. The teamâs scope covers everything from low-level system software to high-bandwidth data logging, IPC (low-latency and high-throughput), performance analysis, full-system debugging, etc. We work closely with the Hardware, Sensor, Perception, Behavior/Planning and Machine-Learning teams to build the most performant and low-latency self-driving solution in the industry.
We are looking for a generalist software engineer to help develop our hardware-in-the-loop simulation tool. Simrack tests self-driving software by scheduling it on rack-mounted instances of our custom compute platform.
Waymo uses real-world driving and cloud-based simulation to improve the driving quality of our software. When it comes to understanding and improving real-time performance and latency, weâve found thereâs no substitute for this form of hardware-in-the-loop testing. Engineers around the company use simarck as their primary tool for iterating on performance improvements as well as getting early feedback about their designs prior to driving on the roads. It has also become a critical piece of our release process to ensure that regressions are found quickly.
You will work closely with many teams across the Software organization (e.g. Planning, Perception) as well as Release Engineering, Compute Hardware, Data Analytics, and Offboard Infrastructure teams. You will work to add support for HIL simulation of new hardware platforms including new accelerators, sensors (LIDARs, cameras, radars, etc.). You will work on improving simulation fidelity to better correlate performance with real vehicles.
In this Systems Software Engineering role, you will:

Architect, develop and maintain industry-leading real-time simulation infrastructure for self-driving systems
Integrate sensor data decode and replay into simulation framework to accelerate speed of development for partnering software teams.
Automate test infrastructure for regression testing and culprit finding
Add functionality into the HIL platform and API that other teams (e.g. Perception, Planner, ML Infra) will use to automate their software testing
Design innovative solutions to problems that normally rely on specialized hardware in the vehicle.

At a minimum weâd like you to have: 

BA/BS degree in Computer Science, Computer Engineering or relevant technical field or equivalent practical experience
4+ years of relevant work experience.
Experience with C++
Experience in a highly-concurrent, multi-processor, and multi-threaded environment.
Advanced software architecture, design, and development skills
Advanced problem-solving and debugging skills

Itâs preferred if you have:

Experience with Linux Operating system
Knowledge of common approaches to building simulation systems (prior data replay, scheduling events, time management, etc.)
Hands-on experience (or general comfort) with working on prototype hardware.
Experience with analyzing and optimizing software performance at various levels of the stack.

"
"Software Engineer, Onboard Infrastructure - System Software","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
In this Systems Software Engineering role, you will:

Work on the core, low-level infrastructure software of the self-driving system
Work on Linux-based Operating System (may include kernel modifications) for one or more devices in the vehicle
Collaborate with other Onboard Software teams to build low-level libraries and interfaces (IPC, logging, etc) with emphasis on low-latency
Design, implement, and employ performance analysis tools to improve resource (GPU, CPU, accelerator) utilization, lower latency, and resolve system-level bottlenecks
Collaborate cross functionally with hardware and sensor engineering teams to enable the use of new components/devices on the self-driving vehicles (e.g. sensors, hardware accelerators)
Use your expertise to debug hard-to-reproduce whole-system problems

At a minimum weâd like you to have:

BS in CS, or related field
Excellent skills in C and/or C++
5+ years of knowledge of Unix/Linux environments
5+ years of Excellent debugging skills

Itâs preferred if you have:

Linux kernel development experience
Knowledge of TCP/IP and network programming
Skills in scripting languages, particularly Python and shell
Previous experience with BIOS (EFI, coreboot) 
Previous experience with Yocto 
Previous experience with Android OS bringup 

"
"Software Engineer, Perception - Computer Vision","
      Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Perception team at Waymo develops cutting-edge technologies and machine learning models to enable our self-driving cars to make sense of the world. This requires detection, recognition, tracking and understanding of all relevant objects in the surrounding of the vehicle. It is vital to perform these tasks precisely for safe navigation in complex traffic scenarios and such level of precision is only possible by relying on a diverse set of sensors including LIDARs, cameras and radars. 
We are looking for researchers and software engineers who are passionate about developing computer vision and machine learning techniques for the perception systems on our self-driving cars, and have an incessant drive to improve the performance of our technology stack. You will be part of a creative team of engineers and researchers who solve similar challenging problems and help advance our state of the art perception system. 
 
In this role, you will

Investigate and develop computer vision algorithms and ML models for the perception system.
Work on deployment of these models on a large fleet of Waymo vehicles.
Evaluate and understand the challenges that need to be tackled to have a safe and comfortable experience in our vehicles.

At a minimum weâd like you to have

B.Sc. in Computer Science, Electrical Engineering, Mathematics or a related field.
Hands-on experience in computer vision and machine learning projects (2+ years).
Strong C++ and/or Python programming skills.

Itâs preferred if you have

M.Sc. or Ph.D. in computer vision, machine learning, or a related field.
Extensive experience in deep learning.
Industry research or production experience.

 
"
"Software Engineer, Perception - Computer Vision / ML - Seattle area, WA","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Perception team at Waymo Seattle develops cutting-edge technologies and machine learning models to enable our self-driving cars to make sense of the world. This requires detection, recognition, tracking and understanding of all relevant objects in the surrounding of the vehicle. It is vital to perform these tasks precisely for safe navigation in complex traffic scenarios and such level of precision is only possible by relying on a diverse set of sensors including LIDARs, cameras and radars.
We are looking for researchers and software engineers in the Seattle area who are passionate about developing Computer Vision and Machine Learning techniques for the perception systems on our self-driving cars, and have an incessant drive to improve the performance of our technology stack. You will be part of a creative team of engineers and researchers who solve similar challenging problems and help advance our state of the art perception system.
In this role you'll:

Investigate and develop Computer Vision algorithms and ML models for the perception system.
Work on deployment of these models on a large fleet of Waymo vehicles.
Evaluate and understand the challenges that need to be tackled to have a safe and comfortable experience in our vehicles.

Required qualifications:

B.Sc. in Computer Science, Electrical Engineering, Mathematics or a related field.
Hands-on experience in Computer Vision, Computer Graphics, or Machine Learning projects (2+ years).
Strong C++ and/or Python programming skills.

Bonus qualifications:

PhD or MsC in Computer Vision, Machine Learning, Computer Graphics or a related field.
Extensive experience in deep learning.
Industry research or production experience.

"
"Software Engineer, Perception Infrastructure","
      Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Perception infrastructure involves both onboard and offboard systems. The onboard perception system runs on the self-driving car. It is an extremely high functionality and high performance real-time system. The onboard perception system processes all the sensor inputs of lidars, cameras, radars, and audio. One core design principle of the perception onboard system is to be ML effective, both in terms of running ML models onboard with very low latency, as well as integrating all the ML models into a cohesive system.
The offboard perception infrastructure supports engineering development of the onboard system. It sits on the interface of machine learning and systems. It supports our expansive ML development including data extraction, evaluation, debugging / visualization, data mining, etc.. It also supports systems development including testing, performance analysis, deployment, etc. Waymo has a massive amount of sensor data logged from real-world driving, which is key to our engineering development. Robust and scalable perception offboard infrastructure is at the core of engineering excellence. 
 
In this role, depending on preference and role fit, you will


Work on the onboard perception system, where youâll get to build an overall picture of the entire perception stack, conduct latency measurements and analysis, optimize system performance, make software design changes as needed, etc. Or,


Work on the offboard perception system, where youâll learn the nitty-gritty details of the infrastructure to build ML models that actually works in the real world, design and implement ML/perception infrastructure to enable Waymo scale to many more cities and thousands of cars, directly interact with and enable many ML developers to achieve cutting-edge self-driving perception, etc. Or,


Work on both of the above.


 
Weâd like you to have:


Strong in C++ and system design.


Excited about building solutions to complex problems.


Willingness to get your hands dirty and go full stack if need be.


Experience in robotics or machine learning.


 
Ideally, you also have:


Experience in deploying a large production system with many ML models.


Experience in optimizing high-performance systems.


"
"Software Engineer, Perception Pipeline Performance","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Waymo has deployed a fleet of autonomous vehicles that generate vast amounts of data in a variety of sensing modalities. The Perception team at Waymo is responsible for the broad recognition problems autonomous vehicles face. In this capacity, our team builds the software infrastructure and models necessary to use the acquired sensor data, to recognize objects, and power our fleet of self-driving cars.
Within Perception, the Sensing teamâs job is to make sure that sensors âjust workâ for the entire self driving car software stack. We make sure we have the right sensors, that they are properly calibrated and validated and that the software pipeline that streams sensor data into other modules of our onboard system is optimized for performance and usability. We design APIs that abstract away hardware details and provide convenient and fast access to the GBs of information that flow in from the physical sensors. We are responsible for the initial processing of the raw sensor signals including combining data from multiple sources, filtering and fault detection. In addition we use the sensor data to derive compact, higher level information about the environment around the self-driving car that feeds into the Perception and Planning models which in turn dictate the carâs responses.
We are looking to expand our team with like-minded, experienced software engineers with a passion for solving hard problems and developing highly performant, modular systems that expose clean and flexible APIs. In that role youâll be collaborating with both our sensor hardware team and the engineers working on Perception and Planning across the organization. Youâll be expected to contribute to the overall architecture, implementation and ongoing maintenance of our codebase in addition to developing novel algorithms to solve challenging data and compute heavy problems. Working in our team youâll be exposed to state-of-the-art sensors and high-performance sensor data pipelines, learn how to build robust solutions to cutting edge problems, and help improve how our vehicles use their sensors to perceive the world around them.
We'd like you to have:

BA/BS degree in Computer Science, Computer Engineering or relevant technical field or equivalent practical experience.
4+ years of relevant work experience.
Strong in C++ and system design skills

Bonus qualifications in one of the following:

Experience developing in a highly-concurrent, multi-processor, and multi-threaded environment.
Experience with heterogeneous computing and GPGPU programming (CUDA, compute shaders, etc)
Experience with low-level optimizations including SIMD programming
Experience investigating and resolving performance bottlenecks (profiling, tracing)
Strong grasp 3D geometry and Vector math
Previous experience with autonomous driving and ML a plus but not required

"
"Software Engineer, Perception, Robotics","
Software Engineer, Perception - Robotics
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Perception team at Waymo develops cutting-edge technologies and machine learning models to enable our self-driving cars to make sense of the world. This requires detection, recognition, tracking and understanding of all relevant objects in the surrounding of the vehicle. It is vital to perform these tasks precisely for safe navigation in complex traffic scenarios and such level of precision is only possible by relying on a diverse set of sensors including LIDARs, cameras and radars.
We are looking for software engineers and roboticists who are passionate about evolving the safety-critical perception system for self-driving cars beyond the state of the art. 
In this role, you will 

Collaborate closely with a creative team of engineers and researchers.
Analyze dependencies and interactions in a complex robotic system and creatively overcome limitations of individual components and sensor modalities through orchestration, fusion or design of missing links.
Prototype and deploy robust and reliable solutions to cutting-edge perception problems.
Gain a deep understanding of not only the self-driving technology, but also its real-world challenges and how to convert such technology into real products.

Weâd like you to have at a minimum

B.Sc. in Computer Science, Electrical Engineering, Mathematics or a related field.
Hands-on experience in robotics or autonomous systems projects (2+ years).
Strong algorithm and C++ programming skills.
Excitement to dive into complex systems and improve them.

Itâs preferred if you have

M.Sc. or Ph.D. in robotics, autonomous systems or a related field.
Extensive experience in robotics/autonomous systems.
Industry research or production experience.

"
"Software Engineer, Perception, Trucking","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
As Waymo becomes a multi-product company, Trucking will be our second largest opportunity and will see massive growth in 2020 as we tackle the unique challenges that it presents. We believe that commercial trucking, the backbone of our economy, stands to reap untold benefits by deploying autonomous trucks, particularly during long-haul stretches. Roads will be safer. Goods will be cheaper. Truckers will be called upon to use their skills in new ways while the truck itself becomes a trusted navigation partner. 
In this role, you'll be working with a small but rapidly growing team, benefitting from shared technology and expertise of the greater Waymo and Alphabet organizations. We are looking for software engineers and roboticists who are passionate about evolving the safety-critical perception system for self-driving trucks beyond the state of the art.
Responsibilities:

Adapt and extend existing perception systems for deployment on a fleet of Waymo trucks, while creating all-new approaches where needed
Evaluate and understand the cross-functional, trucking-specific challenges that need to be tackled to operate a large fleet of autonomous trucks safely and efficiently
Prototype and deploy robust and reliable solutions to cutting-edge driving problems
Improve how our vehicles act and react in complex, nuanced, and rare situations

Minimum Qualifications:

BS in Robotics, Computer Vision, Machine Learning, similar technical field of study, or equivalent practical experience
Experience in programming in C++ and with robust, safety-critical, efficient code
Experience in at least one of: robotics, machine learning for perception, computer vision, LIDAR, autonomous systems, sensor fusion, pattern recognition, localization and mapping
Experience in data structures and advanced algorithms

Preferred Qualifications:

M.Sc. or Ph.D. in robotics, computer vision, autonomous systems or a related field
Extensive experience in robotics/autonomous systems
Experience with radar
Industry research or production experience

"
"Software Engineer, Planner & Controls","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Software Engineering builds the brains of Waymo's fully self-driving vehicles. Our software allows our vehicles to perceive the world around them, make the right decision for every situation, and deliver people safely to their destinations. We think deeply and solve complex technical challenges in areas like robotics, perception, decision-making and deep learning, while collaborating with hardware and systems engineers. If youâre a software engineer or researcher whoâs curious and passionate about Level 4 autonomous driving, we'd like to meet you. 
In this planner and controls role, youâll:

Build motion planning and decision-making systems for the self-driving vehicles, ensuring that the behavior of our vehicles is safe, smooth, and predictable to other road users
Build robust solutions to cutting-edge driving problems
Improve how our vehicles act and react in complex and nuanced situations
Grow a fundamental understanding of the next driving challenges by analyzing real-world logs collected on our state-of-the-art fleet

Weâd like you to have: 

BS/MS/PHD in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience in at least one of: robotics research in motion planning and control (e.g., trajectory optimization, planning under uncertainty, probabilistic robotics, optimal control, guidance, navigation and control, etc.), data analysis at scale, machine learning at scale
Experience in data structures and advanced algorithms
Experience programming in C++ and with robust, safety-critical, efficient code
Experience solving software problems using geometry and linear algebra

"
"Software Engineer, Planner Evaluation","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
At Waymo, weâre focused on bringing self-driving technology to the world. Our mission is to make it safe and easy for people and things to move around. Today, our driverless cars are serving our first customers with no drivers behind the wheel. To experience our self-driving technology, see this 360-degree video.
The Planner Evaluation team is working on one of the most challenging problems in autonomous driving: evaluating whether our autonomous cars are good drivers.  Beyond keeping our cars from colliding with things, we need to ensure that they donât scare other drivers, pedestrians, or other people on the road (or their own passengers), that the ride they provide is comfortable, and that theyâre following the rules of the road.  At Waymo we have a ton of extremely rich data from which to extract relevant signals--if you like working with data, geometric reasoning, simulation, and/or machine learning, this is the place for you!
 
Evaluating our driving performance in a data-driven manner is both challenging and exciting--and by creating the metrics that define what good driving is, we can influence and improve onboard code both indirectly (by providing the quality signals for onboard engineers to aim for) and directly (by working with onboard engineers to incorporate signals into our motion planning code).
 
To work on these complex challenges, we are bringing together experts from a wide variety of backgrounds, including data science, robotics, machine learning, and software architecture and infrastructure.  We are seeking enthusiastic software engineers and data scientists to jump into this problem space and solve novel problems with us at the intersection of robotics, data science and software.
 
Background in robotics is not required - a history of strong performance on deep quantitative or software problems from other fields broadens our team's expertise and point of view, and is highly valued.  We seek particularly people with experience/interest in a mixture of extracting signals from large scale data and software engineering, and who are interested in learning about robotics and motion planning.
 
Join us and you will work closely with robotics experts to deeply understand our motion planning system and improve the performance of the Waymo driver!
 
Qualifications:

PhD in some quantitative area (preferred, but other backgrounds considered) + 3 years of industry experience
Extensive background working with data, either in academia or industry
Either solid software engineering toolkit or deep statistical and/or ML knowledge 
Enthusiasm to understand a complex system and its various components
Experience with C++ and Python

"
"Software Engineer, Radar Signal Processing","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Hardware Engineering is a diverse, innovative, and collaborative group of electrical, mechanical, reliability, software and vehicle engineers. We design, build, and perfect the products which are the eyes and ears of Waymo's self-driving systems, and integrate those products into vehicle platforms. We're seeking curious and talented teammates to keep us moving in the right direction.
In this role, you'll:

Implement and maintain radar perception processing software, including measurement formation; multi-sensor, multi-target tracking; and image processing
Architect and develop software to implement new sensing modes and capabilities
Work with sensor data users to define and refine data products and interfaces

At a minimum weâd like you to have:

B.S. in Electrical Engineering or similar field
Proficiency in C/C++
Experience implementing production signal processing and probabilistic estimation algorithms

Itâs preferred if you have:

M.S. in EE or similar field
Proficiency in C/C++, Matlab, and Python
Experience with radar signal processing including FMCW/Stretch processing, MIMO, Bayesian Filtering, Super-Resolution techniques, etc.

"
"Software Engineer, Robotics (Fallback)","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
As Waymo becomes a multi-product company, Trucking will be our second largest opportunity and will see massive growth in 2020 as we tackle the unique challenges that it presents. We believe that commercial trucking, the backbone of our economy, stands to reap untold benefits by deploying autonomous trucks, particularly during long-haul stretches. Roads will be safer. Goods will be cheaper. Truckers will be called upon to use their skills in new ways while the truck itself becomes a trusted navigation partner. 
In this role, you'll be working with a small but rapidly growing team, benefitting from shared technology and expertise of the greater Waymo and Alphabet organizations. We are looking for software engineers and roboticists who are passionate about evolving the safety-critical fallback and mitigation systems for self-driving cars and trucks beyond the state of the art.
Responsibilities:

Adapt and extend existing fallback systems for deployment across the Waymo fleet of trucks and cars, while creating all-new approaches where needed
Evaluate and understand the cross-functional, trucking-specific challenges that need to be tackled to operate a large fleet of autonomous trucks safely and efficiently at scale
Prototype and deploy robust and reliable solutions to cutting-edge driving problems.
Improve how our vehicles act and react in complex, nuanced, and rare situations.
Work cross-functionally across Waymoâs Planning, Perception, Infrastructure, Simulation, SysEng, Product, and other teams to drive new features to completion

Minimum Qualifications:

BS in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience in programming in C++ and with robust, safety-critical, efficient code
Experience in at least one of: robotics, perception, motion planning and control, safety-critical systems (eg aerospace, medical or automotive), or autonomous systems
Experience with data structures and advanced algorithms

Preferred Qualifications:

M.S. in robotics, computer science, autonomous systems or a related field.
A generalist mindset with experience across the automated driving stack, from perception to behavior to mapping and localization to infrastructure.
Extensive experience with autonomous or robotics systems deployed in the real world
An interest in solving open ended problems

"
"Software Engineer, Routing Navigation","
      Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Software Engineering builds the brains of Waymo's fully self-driving vehicles. Our software allows our vehicles to perceive the world around them, make the right decision for every situation, and deliver people safely to their destinations. We think deeply and solve complex technical challenges in areas like robotics, perception, decision-making and deep learning, while collaborating with hardware and systems engineers. If youâre a software engineer whoâs curious and passionate about Level 4 autonomous driving, we'd like to meet you.
In this Software Engineering role, youâll be responsible for developing infrastructure and algorithms for improving routes driven by our self-driving vehicles. 
Responsibilities include:

Developing new algorithms to improve navigation capabilities and fleet efficiency.
Optimizing real-time decision making for making routes fast, safe and comfortable.
Building simulation tools and infrastructure to enable data-driven decision making.
Developing new metrics and understanding how customer feedback should influence decision-making.

Minimum Qualifications

A BS or MS degree in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience writing performant C++ code

Preferred Qualifications 

Knowledge of Routing or Motion Planning algorithms
Experience building and deploying Machine Learning models
Experience writing safety-critical code
Experience with advanced graph search algorithms
Experience with data analysis

 
"
"Software Engineer, Simulation","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Simulation Team enables Waymo to simulate and analyze millions of miles of driving every day. We can recreate, modify, and amplify our real-world experience -- or generate entirely new situations from scratch. Our work is central to the development workflow of the onboard self-driving software team, enabling onboard engineers to rapidly iterate and understand the subtle consequences of any change to the system. As powerful as this system is, however, there are still many open problems to solve and much work ahead of us. 
On our Simulation team, we have multiple Software Engineering roles open. Some examples of problems we want to solve are: 

Design simulated agents that interact in realistic ways with the self-driving car
Seamlessly integrate logged data replay and simulated agents
Quantify the performance and safety characteristics of the self-driving car
Filter simulated data and detect the most interesting issues
Build reliable and scalable infrastructure services that make it easy to use simulation in new ways
Automate or streamline manual triage processes performed by a large team of operators
Generate simulations that target specific challenges
Automatically pick the most useful simulations to run at any time
Accelerate onboard software development with improved tools and visualization

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline. An equivalent amount of real-life experience is also welcome
Experience with C++ (or a willingness to learn) and comfortable navigating a large code base 
Passion about self-driving cars

Itâs preferred if you have:

Industry experience writing C++
Full stack web development experience (frontend and backend)
AngularJS or Angular2 experience
Interest in learning from and optimizing for users
Experience or an interest in machine learning or AV simulation 

"
"Software Engineer, Simulation Agents","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Simulation Team enables Waymo to simulate and analyze millions of miles of driving every day. We can recreate, modify, and amplify our real-world experience -- or generate entirely new situations from scratch. Our work is central to the development workflow of the onboard self-driving software team, enabling onboard engineers to rapidly iterate and understand the subtle consequences of any change to the system. As powerful as this system is, however, there are still many open problems to solve and much work ahead of us. 
On our Simulation Agents team, we have multiple Software Engineering roles open. Some examples of problems we want to solve are: 

Design simulated agents that interact in realistic ways with the self-driving car
Seamlessly integrate logged data replay and simulated agents
Quantify the performance and safety characteristics of the self-driving car
Filter simulated data and detect the most interesting issues
Build reliable and scalable infrastructure services that make it easy to use simulation in new ways
Automate or streamline manual triage processes performed by a large team of operators
Generate simulations that target specific challenges
Automatically pick the most useful simulations to run at any time
Accelerate onboard software development with improved tools and visualization

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline. An equivalent amount of real-life experience is also welcome
Experience with C++ (or a willingness to learn) and comfortable navigating a large code base 
Passion about self-driving cars

Itâs preferred if you have:

Industry experience writing C++
Full stack web development experience (frontend and backend)
AngularJS or Angular2 experience
Interest in learning from and optimizing for users
Experience or an interest in machine learning or AV simulation

Competitive Salary Offered
Opening date: 1 July 2020
"
"Software Engineer, Simulation Realism","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Simulation is critical to the development and testing of the self driving car (SDC) software.  It enables engineers to rapidly iterate and understand the subtle consequences of any change to the SDC software.
However, the utility of our simulations is predicated on the realism and fidelity of these results.  Our team is responsible for building the simulated agents and generating realistic sensor data such that every simulated mile is as realistic as in the real world.
In this Simulation Software Engineering role, you'll:

Design simulated/AI agents that interact in realistic ways with the self-driving car.
Simulate sensor output and field of view of the SDC in the virtual driving environment.
Modify the simulator and onboard software so the behaviors seen on the road can be reproduced in simulation deterministically.
Filter simulated data and detect the most interesting issues.

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline.
Passionate about self-driving cars.
Desire to learn and validate the self driving car software and root cause issues.

Itâs preferred if you have:

Writing C++ and comfortable navigating a large code base.
Working on large systems where performance and robustness matters.
Designing and building game engine, game AI, or the platform for agent scripting.
Computational geometry, camera rendering, or simulating sensor output.
Motion planning or modeling human behavior on the road.

 
"
