job-title,job-description
Manufacturing Software Engineer - Power Electronics Test,"The Role:
We seek a highly motivated hands-on engineer for a position in the Power Electronics Test Engineering group, a team focused on creating robust, beautiful, data-centric production testing equipment for Tesla’s power electronics components. This team concentrates on mechanical, electrical, software, and controls of dense and reliable capital equipment for our production lines around the world. This is an exciting opportunity to be a part of the “machine that builds the machine”, right here in the Bay Area.
Responsibilities:

·                     Create, document, and debug CVI/LabVIEW/Python and TestStand with an emphasis on generating code that is organized, structured, documented, maintainable and reusable
·                     Generate user interfaces (GUI’s) as well as troubleshooting tools
·                     Management of suppliers during specification, design, and build of manufacturing equipment
·                     Optimize automated processes to minimize cycle time and maximize uptime
·                     Validate equipment using data-driven statistical approaches (such as Gage R&R, and Cpk)
·                     Develop test plans according to test procedures and specifications
·                     Provide on-site support for test equipment deployment
·                     Create troubleshooting and maintenance documents for testers
·                     Host and participate in design reviews for manufacturing test equipment
The ideal candidate takes pride in his/her hands-on work, analytical ability, organizational skills and attention to detail.  He/She appreciates an environment where superior work is encouraged, noticed, rewarded and where individuals carry tremendous responsibility.  He/She looks forward to learning an incredible amount on the job and is excited to lead a small team of engineers.
Requirements:

·                     BS/MS Engineering Degree
·                     3+ years of experience as a hands-on manufacturing test software development engineer
·                     Proficiency in National Instruments TestStand/LabVIEW, CVI and Python are a plus
·                     Experience automating and troubleshooting rack instruments (oscilloscopes, DMMs, power supplies, power analyzers, and electrical loads)
·                     Experience commissioning test equipment, and root causing tester vs product issues
·                     Experience working with and debugging common communication protocols (CAN, LIN, I2C, Ethernet, GPIB, etc.)
·                     Experience with software version-control using one of the following tools: SVN, Perforce, Git, or GitHub
·                     Exposure to data analytics and databases querying on the following: MySQL, MS SQL, PostgreSQL, or SQLite
·                     Experience with a variety of test types including End-Of-Line (EOL), firmware programming, and Functional/Burn-in is a plus
·                     Knowledge of standard production quality metrics is a plus
·                     Willingness to travel domestically and internationally up to 25%"
Application Support Engineer (Factory Software),"The Role
We are looking for a highly motivated application support engineer to join the Factory Software team.  You will join a small, expert team that supports the operational health for the systems that manufacture our cars, superchargers, and energy storage.  The ideal candidate will have a good balance of building relationships with users, solving technical problems and enterprise system knowledge.  Our team runs 24x7, in tandem with the manufacturing facilities we support and you will be needed on an on-call rotation and AWS schedule.  This means that one week you will be working 3 days for 12 hours, with the following 4 days off.  The next week you will be working for 4 days for 12 hours, with the following 3 days off.
Responsibilities
·       Work through tickets received from Factory Software users across all North American facilities
Work directly with software developers to understand user issues and provide solutions in real-time
Understands the end to end work flow of Factory Software applications and the systems they integrate with
Create workarounds for issues that require immediate solutions if a permanent one is not immediately available
Document troubleshooting guides to empower the customer to resolve issues quickly on their own
Setup automation and monitoring systems to optimize utilization of factory software
Own a specific production problem and provide active coordination between various groups including internal and external teams
Work as an incident commander of production critical calls that require coordination between cross-functional teams
Requirements
Bachelor’s degree or higher in an engineering field or equivalent experience and evidence of exceptional ability.
Must be willing to work on an AWS schedule and night shift rotation.(4 days for 12 hours, 3 days off, 3 days for 12 hours, 4 days off)
+2 years of support engineering experience
+2 years of working knowledge of SQL
+1 years of experience with Python, Go or other software development language
Must be able to understand integrated systems and their dependencies
Excellent interpersonal skills, energetic and a self-starter
Strong organizational skills along with demonstrated ability to manage multiple tasks simultaneously
Demonstrated ability to meet deadlines and commitments
Individual must be well versed in all Microsoft Applications (Excel, Word, PowerPoint)"
"Engineering Manager, Software Platforms","The Role
As an Engineering Manager in the Vehicle Software group, you will be responsible for the roadmap and execution of core systems in our vehicle portfolio, leading engineers and contributing yourself technically, as well as maintaining a bar of technical excellence throughout the organization. You will work closely with cross-functional teams, in hardware, manufacturing, service and programs, to deliver high quality products in multiple spaces, from update systems, real-time and linux-host operating system platforms, and core technologies such as audio, graphics, or vehicle functions, to delight our customers and push forward our challenging mission. In this role, you will have the opportunity to make a large impact in the Tesla product roadmap and mission.
Requirements
Exceptional leadership ability.
Experience managing and leading engineering teams with a history of outstanding accomplishments, while contributing technically yourself, from architecture definition to product delivery.
Extensive background in device development (consumer electronics, automotive, etc.).
Background in embedded C development, whether real-time OS or linux-class hosts.
Background in software architecture and systems design, on hardware through integration, test and high-volume manufacturing.
Sound architecture and software fundamentals including software design and maintainability.
Domain experience in consumer products or related technologies is highly preferred (audio, graphics, update systems, etc.)
Direct experience with Linux or real-time OS.
Experience managing development of automated validation systems to ensure high quality product releases.
Ability to collaborate and communicate complex technical concepts to a wide audience.
BS in Computer Science, Computer Engineering, Electrical Engineering or proof of exceptional skills in related fields with practical software engineering experience."
"Software Engineer, Backend","THE ROLE
As a Software Engineer you’ll take part in the design and development of software for the current and next generation of Tesla’s Enterprise Resource Planning systems. In this role, you’ll be developing highly complex applications with a team goal of streamlining business operations and improving overall user experience. The ideal candidate is a self-starter with a strong desire to increase efficiencies, and make an impact while contributing to a cross-functional team. Your ability to creatively collaborate and execute team goals will affect scalabiliy and directly contribute to the company mission of accelerating the world’s transition to sustainable energy.
RESPONSIBILITIES
·       Work with experienced engineers across many functional areas to deliver business value to internal and external stakeholders.
·       Design and develop new modules on the home grown ERP application Warp which is used to plan, procure and produce cars.
·       Develop scalable solutions using tools like Angular, C# dotNet, MySQL and other open stack frameworks.
·       Know your app!  Seek to understand all aspects, business and technical, of the applications on which you work so that you can be most effective.
·       Contribute towards the timely completion of development tasks and small projects while applying company standards.
·       Continually learn and apply relevant software development practices, patterns, tools and technologies.
·       Increase efficiency, reduce waste wherever and whenever possible.
REQUIREMENTS
·       4+ years in web application development, including: Implementing Application Programming Interfaces (APIs), Object Oriented Programming and Design (OOP&D), Object Relational Mapping (ORM)
·       Experience in frontend development, using tools such as: JavaScript, Angular, React, etc.
·       Experience in backend development, using tools such as: C#, Java, Go, Ruby, etc.
·       Relational databases, SQL, NoSQL
·       Agile Development
·       Distributed Source Control, using tools such as: Git
·       Education: BS/MS in Computer Science or equivalent degree."
Software Engineer – Vehicle Test Automation,"The Role
Tesla is looking for a highly motivated software engineer to join the Vehicle Software organization’s Systems Validation team with a focus on test automation. The primary responsibility of this team is to validate all system level software requirements prior to any new hardware or software release or new product introduction.  As a software engineer, you will help build the infrastructure and tools to automate the execution of tests on full vehicle, or sub-system test setups. Tesla is continuously making improvements to its existing product line, as well as launching new products at a break neck pace.  You will be responsible for delivering robust, modular and easy to use code, that enables the validation team to generate new test systems or add tests to existing systems quickly and efficiently.
Responsibilities
Invent methods and build technology to execute tests and evaluate results efficiently and repeatedly
Specify, design, develop, integrate and maintain test automation frameworks and tools
Hands-on system bring-up, debugging and code optimization
Continually learn, set, teach and apply software best practices, tools and technologies
Collaborate with validation engineers to integrate new test cases
Promote and protect Tesla’s reputation as a cutting-edge company producing the world’s most exciting cars and shifting the paradigm of personal transportation worldwide
Requirements
BS in Computer Science, Mechatronics, Electrical Engineering, or proof of exceptional skills in related fields.
Experience with Python or other scripting languages
Experience with C and/or C++ for embedded systems
Familiar with Linux/Unix environments
Fluent in software fundamentals including software design, CI/CD, code modularity and maintainability
Experience with Jenkins, Bitbucket, Git a plus
Hands-on technical experience debugging complex systems involving networked microprocessors and software-controlled electrical or electromechanical devices
Experience developing automated test fixtures and systems
Ability to collaborate and communicate complex technical concepts
Minimum 2 years’ experience utilizing the essential skills above"
Software Engineer - Service (C#),"Role:

We are looking for a highly motivated software engineer specializing in full-stack development.  Our IT application’s service portfolio creates suite of applications to cater Tesla Service, Tesla Customer Support/Service and Roadside assistance. We are seeking a senior full-stack software engineer to join our team in building the next generation contact center application, to be used by Tesla customer support agents and back office operators. With exciting omnichannel integration and comprehensive customer journey, we are going to provide extraordinary customer experience. You will also get opportunity to work on the service center applications which enable Tesla service centers globally to cater to vehicle servicing needs. You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and change requests.

Responsibilities: 
 Develop large distributed software applications for service portfolio
Develop software solutions for highly available/mission critical software integrated into enterprise systems
Interact with teams of engineers and end-users from multiple disciplines.
Be able to define and develop unit tests and unit test libraries to ensure code development is robust and production ready.
Drive software process improvements that enable progressively increased team efficiency.
 Requirements:
 Bachelor degree or higher in Computer Science, Computer Engineering or the equivalent in experience and evidence of exceptional ability
Expert .Net with C# experience.
Highly conversant with front-end skills like Angular 6+, HTML 5,  Typescript
Strong object oriented and software architecture fundamentals.
Fluent in software fundamentals including software design, algorithm development, data structures, code modularity and maintainability.
Fluent in GIT source code control.
Remain engaged, proactive and positive in tough circumstances, owning assignments and taking full accountability for overall team success.
Possess strong communication skills and a preference for delivering as part of a team.
Contact center or CRM experience is a plus"
Software Engineer - Service (C#),"Role:

We are looking for a highly motivated software engineer specializing in full-stack development.  Our IT application’s service portfolio creates suite of applications to cater Tesla Service, Tesla Customer Support/Service and Roadside assistance. We are seeking a senior full-stack software engineer to join our team in building the next generation contact center application, to be used by Tesla customer support agents and back office operators. With exciting omnichannel integration and comprehensive customer journey, we are going to provide extraordinary customer experience. You will also get opportunity to work on the service center applications which enable Tesla service centers globally to cater to vehicle servicing needs. You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and change requests.

Responsibilities: 
 Develop large distributed software applications for service portfolio
Develop software solutions for highly available/mission critical software integrated into enterprise systems
Interact with teams of engineers and end-users from multiple disciplines.
Be able to define and develop unit tests and unit test libraries to ensure code development is robust and production ready.
Drive software process improvements that enable progressively increased team efficiency.
 Requirements:
 Bachelor degree or higher in Computer Science, Computer Engineering or the equivalent in experience and evidence of exceptional ability
Expert .Net with C# experience.
Highly conversant with front-end skills like Angular 6+, HTML 5,  Typescript
Strong object oriented and software architecture fundamentals.
Fluent in software fundamentals including software design, algorithm development, data structures, code modularity and maintainability.
Fluent in GIT source code control.
Remain engaged, proactive and positive in tough circumstances, owning assignments and taking full accountability for overall team success.
Possess strong communication skills and a preference for delivering as part of a team.
Contact center or CRM experience is a plus"
Senior Software Engineer - PHP,"Our Digital Experience team owns Tesla’s online presence worldwide and is responsible for building the next generation of web applications that comprise Tesla.com. 
Tesla is seeking a PHP Software Engineer to join our team and help build the next generation of web solutions for our customers and internal users as it relates to the vehicle checkout experience. You will be challenged to turn apps around quickly but thoughtfully, balancing speed to market with longevity and scalability, all in the name of extraordinary customer experiences.
Responsibilities:
• Build awesome web experiences using PHP
• Build in flexibility and customization from the start
• Internalize the user and promote good usability in every experience
• Be nimble and react quickly to changing business conditions
• Work with third-party APIs to access data between services and applications.
• Work with front-end developers, product managers, content producers,
QA engineers and release engineers to own your solution from development to production
Requirements:
• 3+ years building web applications with PHP with evidence of exceptional ability
• Bachelor’s Degree in Computer Science or related field, or equivalent experience
• Strong proficiency in PHP 7, including OOO
• Understanding fundamental design principles behind a scalable, secure and performant application
• Experience building web apps using SlimPHP framework
• Unit Testing with PHPUnit
• Experience with Javascript
• Experience with development tools such as Composer, Git, etc.
• Familiarity with RESTful APIs
• Ability to identify tasks which require automation and automate them
• Knowledge of maintaining and debugging live software systems"
"Software Engineer in Test, Autopilot Simulation","THE ROLE: 
As a Software QA Engineer for the Autopilot simulation team, you will be responsible for validating all current and future Simulation features on the path to full self-driving. You will work very closely with the development team to drive the validation of new and existing features, and you will be responsible for reporting and investigating issues that are detected. Additionally, you will help the simulation team provide high reliability and scalability through testing and automation.
The Autopilot Simulation team’s goal is to recreate the real world to provide a comprehensive playground for Autopilot. The team builds a robust and accurate simulation with physics, photorealistic rendering, and intelligent actors to allow thorough testing and accelerated development.

RESPONSIBILITIES: 
Develop methodologies and tools to ensure high reliability of the simulator
Perform functional, stress, integration, and performance tests on multiple levels within the system including vehicle software simulation, hardware-in-the-loop automation.
Develop tooling/automation to improve the efficiency of the validating the simulator.
Identify effective test strategies for new/existing features and craft test plans accordingly.
Analyze issues detected during your tests or reported by others and work closely with simulation/autopilot developers to fix issues and validate software changes.
Find software bugs through manual testing, automated scripting, and report investigation.

REQUIREMENTS: 
BS in Computer Science, Physics, Computer Engineering, Electrical Engineering or proof of exceptional skills in related fields, with practical software engineering experience.
3+ years Software Testing experience.
2+ years of automated scripting experience. 
Experience with Continuous Integration (Team City / Jenkins)
Strong Python Skills. 
Experience troubleshooting on both software and hardware level.
Demonstrable experience solving difficult QA problems (scalability, reliability, reporting, parallelization, etc).
Experience in designing automation frameworks and developing test automation software.
Excellent communication skills and very detail oriented. 
Passionate about Tesla’s mission. "
Software Engineer - Reporting/Analytics,"Role
We are looking for a highly motivated engineer specializing in both software development and data engineering, with vehicle insurance experience to top it all off. You will be surrounded by similar-minded individuals; data engineers who can code while understanding both the business and product side of Tesla, wearing multiple hats as necessary on the team.
Here at Tesla, we like to do our best in building our platforms and applications from the ground up. This team intersects all of Tesla’s verticals ensuring that our critical data plays a vital role in all key decisions made. You will help specifically with Tesla Insurance in consolidating data to build an internal, enterprise data warehouse/platform while providing data reporting and analytics as a service to our various business teams. As a result, you will be contributing towards the creation of various data products and reporting frameworks. 

Responsibilities
·         Architect the data pipelines to connect various data sources
·         Develop Extract, Transform & Load (ETL) processes and maintain them
·         Design operation data store, enterprise data warehouse (EDW) for real time reporting
·         Build streaming services for real time reporting and data movement
·         Tune and improve the performance of relational data warehouse
·         Support BI team with occasional development of analytical dashboards
 Requirements
·         B.S. degree in Computer Science, IT or related fields
·         3 years of relevant data engineering or BI experience
·         Expert level understanding of database management systems is a must. SQL and performance tuning is essential
·         Must have experience developing and/or administrating Vertica is preferred
·         Knowledge of data modeling, dimensional modeling and database design is must
·         Working knowledge of Python for data engineering is essential
·         Strong knowledge of ETL development using any of technologies like Informatica, SSIS, Python scripting is essential
·         Experience with source control & release management systems such as git/tfs is preferred
·         Experience with Tableau or Power BI is preferred
·         Excellent analytical and organizational skills and ability to work under pressure /deliver on tight deadlines is a must"
"Sr. Software Engineer, Charging Data & Modeling","Role
 We are the team that uses data analytics to bridge the engineering, service, and deployment of Tesla’s charging infrastructure and to enhance the charging experience worldwide.
With over 18,000 Superchargers and several thousand destination charging sites around the world, Tesla’s charging infrastructure aims to accelerate the world’s transition to sustainable transportation by enabling electric mobility without compromises.
We use large-scale data analysis, machine learning, and modeling to retrieve actionable insights for enhancing the charging experience while minimizing the costs to Tesla. We also build the software tools and pipelines needed to maximize the leverage of these insights across our global operations.
Responsibilities
define, develop and maintain production pipelines for charging-related data services
create batch data processing expertise in the team, with a focus on supporting reusable and reproducible analytics
deploy production-ready machine learning models for model-predict-control workflows
develop integration layers for bringing together business management, data analytics, and reporting
create reliable simulation, modeling and forecasting tools for charging-related analytics
help drive and develop a strong engineering culture within the team
write well-designed, clean and tested code
Requirements
proven ability to define and develop data-driven software products
excellence in Python and proficiency in other languages
familiarity with the Python data science stack (numpy/pandas/scikit-learn)
knowledge of relational databases, SQL and ORM technologies
experience programming in Spark, Hive, or other SQL-on-Hadoop technologies
excellent verbal and written communication skills
smart but humble, with a bias for action
Nice to have
experience with real-time data using Kafka
proficiency in Java or Scala
comfortable deploying production systems (containerization and orchestration, continuous integration and deployment, monitoring)
ability to automate data science workflows"
"Embedded Software Engineer, Autopilot Hardware","The Role
The Autopilot Hardware team is looking for a Senior Firmware Engineer to join the team in Palo Alto, CA. Firmware engineers are expected to develop, test and document firmware for the Autopilot system.
The successful applicant will join a team of deeply knowledgeable engineers and have an opportunity to solve ambitious and challenging problems in the embedded software space.  The applicant will work closely with hardware teams and have opportunities to engage in real hardware/software codesign tradeoffs of upcoming electric and autonomous vehicles and systems.
Responsibilities
Deliver high-quality C code in a real-time embedded environment.
Specify, design, and implement functionality and behaviors of embedded subsystems.
Design the software architecture and firmware implementation on hardware through integration, test and high volume manufacturing.
Hands-on hardware bring-up, system debugging and code optimization.
Make performance and optimization trade-offs to meet product requirements.
Requirements
BS in Computer Science, Computer Engineering, Electrical Engineering or the equivalent in experience with evidence of exceptional ability.
3+ years of experience in embedded development in robotics, real-time controls, or system software.
Proficiency in C, familiarity with MISRA C a plus.
Fluent in software fundamentals including software design and maintainability.
Experience with the embedded microprocessor tools.
Controls software and algorithm development.
Test driven development and familiarity with developer driven automated testing.
Ability to collaborate and communicate complex technical concepts.
Understanding of physics and basic principles is highly preferred.
Experience with bootloader code preferred.
Familiarity with secure boot principles and applied cryptography preferred.
Proven knowledge working with network protocols preferred.
Development experience with safety/embedded oriented languages such as Rust or SPARK ADA preferred.
Contributions to large open source projects preferred.
Experience with protocol buffers and RPC preferred."
"Embedded Software Engineer, Gateway","The Role
As a member of the firmware platforms development team, you will be responsible for delivering high quality embedded code running on the processors at the heart of Tesla powertrains, vehicles and energy storage systems. Join a team of deeply knowledgeable engineers that strive to build the most robust and reliable embedded systems using cutting-edge software development tools and practices. You will solve some of the most challenging problems in the embedded software space and change the way the world produces electric vehicles and delivers energy. At Tesla you’ll have the ability to take a lofty goal such as ‘the vehicle will park itself’ into an everyday reality. 
Responsibilities
Deliver high-quality C code in a real-time embedded environment.
Specify, design, and implement functionality and behaviors of embedded subsystems.
Design the software architecture and firmware implementation on hardware through integration, test and high volume manufacturing.
Hands-on hardware bring-up, system debugging and code optimization.
Make performance and optimization trade-offs to meet product requirements.
Requirements
Experience in embedded development in robotics, real-time controls, or system software.
Proficiency in C, familiarity with MISRA C a plus.
Fluent in software fundamentals including software design and maintainability.
Experience with the embedded microprocessor tools.
Controls software and algorithm development.
Test driven development and familiarity with developer driven automated testing.
Ability to collaborate and communicate complex technical concepts.
Understanding of physics and basic principles is highly preferred.
Experience with TI DSPs or NXP microcontrollers a plus."
"Wireless Embedded Software Engineer, Electronic Systems","The Role
Tesla is seeking a highly motivated Embedded Software Engineer for the Wireless Systems team to help develop best in class telematics solutions. The role involves embedded software design, development and validation of wireless telematics systems across cellular (LTE and 5G), WiFi and Bluetooth technologies for Tesla vehicle platforms (S, 3, X, Y, …). The position requires working closely with cross-functional teams as well as external suppliers. Ability to work independently, and creatively solving challenging design problems is of paramount importance. This position involves working in a dynamic and fast-pace environment with tight timing constraints.

Responsibilities
Contribute to Tesla’s wireless connectivity stack – Cellular, WiFi, Bluetooth/BLE.
Develop telemetry and analytics platform enabling data collection, analysis and visualization of data reported from Tesla fleet.
Contribute to test automation frameworks to validate existing and new connectivity features.
Provide support to QA, manufacturing, and other software teams.
Root-cause issues reported by QA teams and customer feedback.
Contribute to rapid prototyping and evaluation of Tesla’s next generation wireless platforms.
Implement continuous improvements and best practices within the team, and larger organization.
Requirements
BS in Computer Engineering, Computer Science, Physics, Electrical Engineering or proof of exceptional skills in related fields with practical software engineering experience 
Good understanding of Embedded Systems and OS concepts (Linux/RTOS).
Good understanding of computer architecture, data structures and algorithms.
Skilled at C/C++, Python, Shell scripts.
Good understanding of networking concepts (Ethernet, TCP/IP, etc.).
Familiarity with wireless technologies (Cellular/WiFi/Bluetooth/BLE) is a big plus.
Familiarity with embedded interfaces (UART, I2C, I2S, SPI, CAN, PCIe, etc.) is a plus."
Active Safety Software Engineer,"The Role:

Tesla is looking for an Active Safety Software Engineer to join the Autopilot team.  Tesla’s vehicles are best in class in the most prestigious active safety ratings, and we plan to continue setting the trend.  You will be designing and implementing systems to improve the performance and safety of existing and future Tesla vehicles. You will write production code, run simulations, perform in-vehicle testing and make data driven decisions using Tesla’s connected fleet.  Your contributions will change the future of safe driving, ultimately preventing and mitigating hundreds of potential collisions with vehicles and other participants per day.
 Responsibilities: 

Develop, maintain and improve Active Safety features such as Automatic Emergency Braking and Forward Collision Warning 
Define feature requirements in line with both real-life data and upcoming rating and regulation
protocols
Conduct design reviews
Set up development test suites to enable fast iteration and regression testing
Perform in-vehicle testing
Write crisp and accurate documentation for developed Active Safety features
 Requirements:

3+ Years of developing safety critical embedded systems
Excellent C++ coding and debugging skills
Fluent in Python
Must demonstrate strong systems engineering fundamentals
Capable of performing functional safety analysis on complex software systems.
3+ year’s experience with developing in vehicle control algorithms
Active Safety (AEB, FCW, LKA, ELK etc.) algorithm experience is a strong plus
 "
"Software Engineer in Test, Chassis Controls Firmware","The Role
The Chassis Controls Firmware team is seeking a firmware engineer in validation to test and report on the next generation of Tesla products.
 Responsibilities
Writing code and developing scenarios to test coverage of component requirements using hardware and software in the loop environments
Maintaining a suite of regression tests to ensure software functionality for each release of vehicle software
Communicating with developers, mechanical and electrical engineers to proactively identify problems and gaps in test coverage and documentation
Updating existing tests and creating new ones
Qualifying each release of vehicle software for deployment to customer vehicles
Developing clear and concise test reports
Maintaining automated test infrastructure
Required Competencies
BS in Computer Science, Computer Engineering, Electrical Engineering, Mechatronics or proof of exceptional skills in related fields with practical software engineering experience
1+ year of relevant experience
Ability to understand, test, and troubleshoot complicated system interactions
Programming language experience with Python, C and/or Rust
Experience developing tests with reusable code
Ability to drive problems to solutions across different groups
Ability to develop test guidelines from specifications
Strong physics, thermal, and/or mechanical understanding
Experience shipping customer facing software and hardware is a plus
Experience using embedded data acquisition tools (National Instruments, Kvaser, PEAK-System) is a plus
Understanding of revision control software (SVN, GIT, etc) is a plus
Experience working in a safety-critical automotive environment is a plus
Experience with CAN bus is a plus"
"Embedded Software Engineer, Off-Board Charging Firmware","The Role
As a member of the off-board firmware development team, you will be responsible for delivering high quality code for the superchargers, charging adapters, and various other types of charging equipment. Come join a team of knowledgeable engineers to build the next generation of robust EV charging infrastructure using cutting edge software development tools and practices.
Responsibilities
Deliver high-quality C code in a real-time embedded environment.
Develop component level tests on our software-in-the-loop (SIL) platform.
Integrate and debug features at the system level and release the changes to production.
Specify, design, and implement functionality and behaviors of embedded subsystems.
Hands-on hardware bring-up, system debugging and code optimization.
Make performance and optimization trade-offs to meet product requirements.
Requirements
BS in EE/CE/CS, or the equivalent in experience with evidence of exceptional ability.
2+ years of experience in embedded development in robotics, real-time controls, or system software.
Strong proficiency in C, familiarity with C++ a plus.
Fluent in software fundamentals including clean software design and maintainability.
Experience with the embedded microprocessor tools / JTAG debugging interfaces.
Test driven development and familiarity with developer driven automated testing.
Ability to collaborate and communicate complex technical concepts concisely.
Must be comfortable with hands-on lab work (including the use of scopes/logic analyzers, CAN tools, soldering irons, etc as needed to support integration).
Understanding of physics and basic principles is highly preferred."
Senior Software Engineer - PHP,"Our Digital Experience team owns Tesla’s online presence worldwide and is responsible for building the next generation of web applications that comprise Tesla.com. 
Tesla is seeking a PHP Software Engineer to join our team and help build the next generation of web solutions for our customers and internal users as it relates to the vehicle checkout experience. You will be challenged to turn apps around quickly but thoughtfully, balancing speed to market with longevity and scalability, all in the name of extraordinary customer experiences.
Responsibilities:
• Build awesome web experiences using PHP
• Build in flexibility and customization from the start
• Internalize the user and promote good usability in every experience
• Be nimble and react quickly to changing business conditions
• Work with third-party APIs to access data between services and applications.
• Work with front-end developers, product managers, content producers,
QA engineers and release engineers to own your solution from development to production
Requirements:
• 3+ years building web applications with PHP with evidence of exceptional ability
• Bachelor’s Degree in Computer Science or related field, or equivalent experience
• Strong proficiency in PHP 7, including OOO
• Understanding fundamental design principles behind a scalable, secure and performant application
• Experience building web apps using SlimPHP framework
• Unit Testing with PHPUnit
• Experience with Javascript
• Experience with development tools such as Composer, Git, etc.
• Familiarity with RESTful APIs
• Ability to identify tasks which require automation and automate them
• Knowledge of maintaining and debugging live software systems"
"Software Engineer, Front end","The Role
The Financial Services team designs and builds payment and internal operation experiences across Tesla to improve the financial products and systems.
We are seeking a Front-End Software Engineer to join our growing team and help deliver experiences to improve growth. You will be challenged to build applications quickly but thoughtfully, balancing speed to market with longevity and scalability, all in the name of an extraordinary customer experience.
Responsibilities
Build awesome web experiences using React.js
Plan and accommodate all mediums, screen sizes and device types
Build in flexibility and customization from the start
Adapt to changing business conditions and priorities
Partner with product managers, designers, QA engineers and release engineers as your application moves from development to production
Nice to Have
For this position, we are considering candidates at all levels of experience building web and/or mobile experiences or who possess other evidence of exceptional ability
Bachelor’s Degree in Computer Science or related field, or equivalent experience or other evidence of exceptional ability
Solid communication skills
Solid understanding of fundamental web technologies such as HTML, CSS, REST, and JSON.
Strong proficiency in modern JavaScript
Thorough understanding of React.js and its core principles
Unit Testing with Jest/Enzyme
Experience with state management libraries such as Redux and React Context
Experience with common front-end development tools such as Babel, TypeScript, Rollup, Webpack, NPM, etc.
Experience with Docker
Experience working with and designing RESTful APIs
Experience with Node.js and Express
Excellent mastery of web standards, cross-browser compatibility, and accessibility.
Strong CSS skills w/ experience building responsive applications across a variety of browsers and devices using modern CSS3 techniques
Ability to identify tasks which require automation and automate them
Expert knowledge of maintaining and debugging live software systems"
Senior Software Engineer (Golang),"Role 
Tesla is looking for a strong Software Engineer to design and develop software for its current and next generations of Business Systems Applications. This position will be working with the Digital Experience Software Engineering team in Fremont, CA to build a centralized scalable & highly available Communication Platform to manage all means of communications with consumers. This will be a business-critical system essential to support the growth and mission of Tesla.  The candidate will be working in Go, React, Kafka, Elasticsearch and MongoDB. 
  Responsibilities 
Design, implement and deliver end-to-end fully functional solutions. 
Contribute relevant, clean, concise quality documentation to Tesla’s knowledge base to support increase organizational information sharing. 
Automating your repetitive development tasks. 
Evangelize best practices in Software development and Software development lifecycle. 
  Requirements 
B.S. degree in Computer Science, IT or related fields 
4+ years in Application Development 
RESTful API Design & Implementation 
Experience with Automated Testing 
Web Frontend Development, using tools such as JavaScript, Angular, React, etc. 
Backend Development, using tools such as Go, Java, Ruby, etc. 
Database knowledge such as MySQL, Oracle, MongoDB etc.  
Experience working on business services software or enterprise software "
Senior Software Engineer (Backend) - Energy,"Our Applications Engineering organization is responsible for building applications to support Tesla's rapid growth while providing an amazing customer experience.  Some of the core functions of the group include CRM, e-commerce, financial transactions, ERP, factory software, and the Digital Experience - Tesla.com.  Engineers will have the opportunity to work on both external and internal applications, becoming “the machine behind the machine” that has created an innovative and cutting-edge company. Our engineers are hands-on and encouraged to own their own projects, contribute to new ideas, and make an impact on the way that our company operates.
 Responsibilities
Design, develop and implement applications for Tesla customers on features like customer referral programs (Loot Box), Tesla.com, Service Center Kiosks and more
Develop internal applications for sales and service, factory software, or our financial platform
Use .net framework, .net core and MS SQL technology stack
Design software architecture based on business requirements, strategy and priorities
Promote software engineering best practices via code reviews, building tools and documentation
Be nimble and react quickly to changing business conditions
Leverage your existing skills while learning and implementing new, open-source technologies
Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production 
Requirements
BS/MS in Computer Science or equivalent discipline
2+ years of solid experience with the .NET platform  
Experience in MS SQL server and good knowledge in query optimization
Expert knowledge of REST APIs
Good unit testing and integration testing practices
Exposure to C#, Go, PHP, Java, GraphQL and other open source technologies
Experience with Docker and Kubernetes
Agile/SCRUM Software Development Process experience"
Senior Software Engineer (Backend) - Energy,"Our Applications Engineering organization is responsible for building applications to support Tesla's rapid growth while providing an amazing customer experience.  Some of the core functions of the group include CRM, e-commerce, financial transactions, ERP, factory software, and the Digital Experience - Tesla.com.  Engineers will have the opportunity to work on both external and internal applications, becoming “the machine behind the machine” that has created an innovative and cutting-edge company. Our engineers are hands-on and encouraged to own their own projects, contribute to new ideas, and make an impact on the way that our company operates.
 Responsibilities
Design, develop and implement applications for Tesla customers on features like customer referral programs (Loot Box), Tesla.com, Service Center Kiosks and more
Develop internal applications for sales and service, factory software, or our financial platform
Use .net framework, .net core and MS SQL technology stack
Design software architecture based on business requirements, strategy and priorities
Promote software engineering best practices via code reviews, building tools and documentation
Be nimble and react quickly to changing business conditions
Leverage your existing skills while learning and implementing new, open-source technologies
Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production 
Requirements
BS/MS in Computer Science or equivalent discipline
2+ years of solid experience with the .NET platform  
Experience in MS SQL server and good knowledge in query optimization
Expert knowledge of REST APIs
Good unit testing and integration testing practices
Exposure to C#, Go, PHP, Java, GraphQL and other open source technologies
Experience with Docker and Kubernetes
Agile/SCRUM Software Development Process experience"
